1024.0	0.0
5.0	0.0
350.0	0.0
4000000.0	0.0
4.0	0.0
8000.0	0.0
12000.0	0.0
6000.0	0.0
3000.0	0.0
16000.0	0.0
6.541775100525761e-06	-7.200341934852357e-05
-4.080279971804372e-05	3.5721105211475527e-06
3.1077069254956364e-05	3.081835116820091e-05
-6.570283533898233e-05	2.54920091898028e-06
2.014867182350236e-05	9.714138373512227e-06
-8.423484613026834e-06	-2.552907110294377e-05
5.370717305171493e-05	-7.99183005698738e-05
-3.6869187114248184e-05	-6.477186517692881e-06
-3.21442617006902e-05	2.3127002724770734e-05
-2.4403151323910857e-06	5.009794867454919e-06
9.647417064597905e-05	1.7041006476291984e-05
-1.7749704922040054e-05	6.96500801599826e-06
-5.2972106032314677e-05	-2.256260470413188e-05
5.442179353692342e-06	-7.6472703310777e-05
3.146503837090551e-05	8.961488629182219e-05
1.638233429944086e-05	7.803201484245512e-06
4.572753481499589e-05	-1.3074651611981423e-05
1.893434117444449e-05	-3.078899031209556e-05
4.3534123470894045e-05	1.6640949267530013e-05
-3.0691960810488674e-05	1.4344811019910472e-05
-2.1933305590452233e-05	1.7323003091641306e-05
2.5285176702848913e-05	-2.116596184552184e-05
-2.7672380240151318e-05	-2.002234697649344e-06
-2.9042471446649783e-05	-4.065887771931298e-05
-3.236775305772688e-05	1.7526162708295894e-05
1.3230366897336638e-05	-6.612358265896653e-06
2.09865441898461e-05	-4.987036059656791e-05
-1.76848808172436e-05	-2.8754457133161632e-06
-9.226018191615263e-06	2.955999075023601e-05
6.923977661857517e-05	-1.356867855242213e-05
3.865963765051371e-05	2.7566553460404744e-05
-5.495080296095871e-05	-2.4270742433943625e-05
9.120146001658054e-06	-2.3015215349177332e-05
1.0184661015399629e-05	-2.334635028615206e-06
2.478513053537823e-05	9.881167864264006e-05
-7.0327039165086524e-06	-3.883607061719835e-05
-7.417950420689292e-06	2.9439391125978014e-05
2.8595628575603842e-05	3.751728681583756e-06
-7.39556988387784e-05	6.824115538805138e-06
2.8060427906827904e-05	-7.791600800004745e-07
-2.2350629538005328e-05	-8.779345271848362e-06
-1.8399465408396644e-05	-4.494268246102607e-05
3.6034073730021574e-05	-2.2565667376161297e-05
4.9305869407721146e-05	1.9248879977381744e-05
5.256922111799829e-05	4.112937576066917e-05
-1.2657303985095011e-05	-3.079193493669853e-05
2.754611609632973e-05	6.002833634921892e-05
1.1713453968805436e-05	2.21069938500137e-05
0.00010941344256662418	8.07361388113575e-06
2.5311581956170193e-05	-4.219066918463638e-05
-3.637218822325725e-05	7.060984012876656e-05
-1.5756175392750802e-05	4.8235507446856455e-05
6.943089087876288e-05	-3.3067519962556274e-05
-3.0230383034187877e-09	4.1799633861111545e-05
-4.468894604724134e-06	-6.126904749390003e-05
-1.3613928837845887e-06	3.5999025686731874e-05
-8.607498890486876e-05	-8.538111737199487e-05
1.2172494295997692e-06	-7.382053719279563e-05
9.505441372451055e-06	7.33326392591524e-05
-2.3344774110109307e-06	-1.1634073299812018e-05
4.21311987223609e-06	-2.4979323628602174e-05
1.2786466744300955e-05	6.933686199276468e-05
5.933331454519754e-06	-4.1572680043146215e-06
-2.0080951994268858e-05	-4.8979437262050346e-05
1.5112133466381822e-05	6.76254131272861e-07
-5.189903576233374e-05	1.8984332526571226e-05
9.01435878132798e-06	7.032635388625393e-06
-3.429948359184676e-05	3.246770747135623e-05
-6.633025176439379e-06	-1.2304329433690394e-05
-7.869516635352455e-05	-3.257366048333958e-05
4.149377013776687e-05	3.561956119802985e-05
-1.2612722148195653e-06	-4.083816445738214e-05
4.692718103176171e-06	-6.216873269462862e-05
-3.064466945736149e-05	8.375223800557286e-05
-5.6232771165517985e-05	9.552123001054066e-07
-8.315251495581756e-05	1.5441533803057604e-05
1.2113230270865453e-05	-1.139881730437916e-05
-2.0990441490502025e-06	-1.6970553660793995e-05
2.624660112296012e-05	-9.303127132385727e-05
-3.825667487624885e-05	-2.599073165416676e-05
3.0048518394295814e-06	-4.4516213133905055e-05
-4.2781669043512997e-05	1.5212221496662904e-05
-6.886340409222171e-05	-8.320589827755376e-06
4.0982393177439494e-05	-3.548721908082308e-05
2.4026663545928188e-05	0.0001011607235996658
-8.198223912415817e-05	8.294069519900702e-05
5.839975561662569e-05	5.822036553126153e-05
5.709736246972581e-05	-1.1671830334974034e-06
1.8928513159009855e-05	8.641590886889114e-05
3.216786246620225e-05	1.1960446649867003e-05
-1.4552271780029508e-06	-8.515174456112689e-05
-9.946394141242179e-06	3.5187308436152765e-05
7.109216437552553e-06	-5.4979927435035e-06
-3.2367726792040305e-05	3.916530320385663e-05
-5.074937607926711e-05	-4.10824880954437e-05
-6.2695144730144e-05	-7.526818306585047e-06
-7.753675519800275e-05	-4.066769545956609e-05
-5.709714844197533e-06	3.58775815723322e-07
1.2754259047253861e-05	2.6170036969319135e-05
4.787383523507725e-05	3.061560338817966e-05
3.676025105442606e-05	3.092979109425226e-06
-7.030407208994901e-05	-5.6606010838315834e-05
-1.920491594705243e-05	6.965158914613578e-05
4.025605440257242e-05	-9.675785493862669e-06
3.0056862729510937e-05	4.664489328523385e-05
-2.1083660217233644e-05	9.45539232246345e-06
-1.7799583325635276e-05	-4.3396249472627224e-05
4.326977215755191e-05	-1.3618498560445438e-05
3.440544475499576e-05	3.290593655143565e-05
0.00014341034470184366	-3.762746673006079e-05
-6.728758821322349e-05	-5.204596690669124e-05
-1.2713148279186643e-05	6.118391579985499e-05
-2.645509977936509e-05	5.03320582166166e-05
-3.5992975607326815e-05	-2.999109754054043e-06
2.2904402350530133e-06	-3.974462694205643e-05
-6.10986820374151e-05	-1.5456316417545464e-05
5.42305895853029e-05	-3.0421326697691773e-05
